TypovÈ oznaËenÌ;Artikl;V˝robce;N·zev;»Ìslo dÌlu v˝robce;V˝bÏhov˝ dÌl;status
4352028P.0;1817-6131;;PNEUMATIC CYLINDER SUPPORT-TURRET-TCA 10;;;H
0801033.1;1817-6132;;CYLINDRIC PIN POS.1;;;H
0801032.1;1817-6133;;CYLINDRIC PIN;;;H
0803014.4;1817-6134;;ADJUSTING OF COILING REEL FLANGE FASTENI;;;H
0801200.1;1817-6135;;LATERAL CLAMPING WASHER;;;H
0701622.1;1817-6136;;COILING REEL FLANGE FASTENING;;;H
0741338.2;1817-6137;;COILING REEL SEGMENT HOLDER;;;H
0801033.1;1817-6138;;CYLINDRIC PIN POS.2;;;U
0741339.4;1817-6139;;JOINT;;;H
0701412.1;1817-6140;;KEY;;;H
0805346.2;1817-6141;;COILING REEL ARM FOR CUTTING ELEMENT;;;H
0701411.1;1817-6142;;KEY;;;H
0701413.5;1817-6143;;JOINT POS.4;;;U
0801428.1;1817-6144;;HINGE JOINT FOR PNEUMATIC CYLINDER;;;H
0701449.1;1817-6145;;SPRING FASTENING;;;H
0701302.3;1817-6146;;STOP FOR SPRING;;;H
0701299.4;1817-6147;;CLAMPING ARM;;;H
0701448.1;1817-6148;;ANGLE FOR CLAMPING ARM;;;H
0801312.1;1817-6149;;TUBE CLAMP PROFILE;;;H
0801083.1;1817-6150;;COUNTERWEIGHT POS.1;;;H
0801083.1;1817-6151;;COUNTERWEIGHT POS.2;;;U
4353198P.0;1817-6154;;FIXING CLAMP-TURRET-TCA 1000;;;H
4353197P.0;1817-6155;;SUPPORTING TUBE-TURRET-TCA 1000;;;H
4353200P.0;1817-6156;;BINDER ARM SUPPORT-TURRET-TCA 1000;;;H
4351847P.1;1817-6157;;TAPE GUIDE-TURRET-TCA 1000;;;H
4353202P.0;1817-6158;;GUIDE-RECEIVING TROLLEY-TCA 1000;;;H
0807217.1;1817-6159;;STOP FOR PNEUMATIC CYLINDER;;;H
4353032P.0;1817-6160;;FORK SUPPORT-TRAVERSING-TCA;;;H
4353220P.0;1817-6161;;TUBE-GUIDE SUPP. CERAMIC-TRAVERSING-TCA;;;H
4353209P.0;1817-6162;;WHEEL-TRAVERSING-TCA;;;H
4352129P.1;1817-6163;;HEX STANDOFF-TRAVERSING-TCA;;;H
0805875.2;1817-6164;V›KRESOV› DÕL;TUBE CLAMP 0805875.2;;;H
0803943.2;1817-6165;V›KRESOV› DÕL;INNER TUBE CLAMP ON HORN 0803943.2;;;H
0803790.1;1817-6166;V›KRESOV› DÕL;DISTANCE PLATE 0803790.1;;;H
0804991.1;1817-6167;V›KRESOV› DÕL;ROLLER 0804991.1;;;H
0804992.1;1817-6168;V›KRESOV› DÕL;COVER 0804992.1;;;H
4353219P.0;1817-6169;V›KRESOV› DÕL;SPACER-BARREL-KWA 4353219P.0;;;H
0801360.1;1817-6170;V›KRESOV› DÕL;PLATE FOR STOP 0801360.1;;;H
4353096P.0;1817-6171;;RING-MIDDLE PART-TCA;;;H
DP-HO108061-10M;1817-6194;SWAGELOK;Kabel pro vysilac polohy 10m;;;H
SAC-5P-10,0-PUR/M12FS;1817-6198;PHOENIX CONTACT;Kabel Sensorleitung bu/-- 10m;1683374;;
SACC-M12MS-5CON-PG;1817-6199;PHOENIX CONTACT;S/A connector 5p M12 straight plug;1663116;;H
6XV1870-3QN10;1817-6214;SIEMENS;Kabel, Profinet 1:1, st/st, 10m, gesch;;;
6XV1870-3QH40;1817-6223;SIEMENS;Kabel, Profinet 1:1, st/st, 4.0m, gesch.;;;
6XV1870-3QH30;1817-6224;SIEMENS;Kabel, Profinet 1:1, st/st, 6m, gesch;;;
1045.40.230;1817-6227;AGRO;cable fitting M40x1.5 MS - fins;;;H
101957;1817-6258;TSCHUDIN&HEID;Stecker Typ 12, 2P+E, 10A 250V;;;H
X20DS438A;1817-6260_PSG;B&R;X20 IO-LINK MASTER;;;
LEYG25MA-300B-R5-X;1817-6261;SMC;Elek. Zylinder  LEYG25MA-300W-CP17;02049567;;H
LEFB32T-900N-X172;1817-6262;SMC;Elek. Antrieb    LEFB32T-900N-CP17;02032008;;H
LEFB25T-1000N;1817-6263;SMC;Elek. Antrieb    LEFB25T-1000N;01993318;;H
JXCP17-LEFB25T-100;1817-6264;SMC;Controller JXCP17-LEFB25T-1000;01969912;;H
6GT2600-4AC00;1817-6266;SIEMENS;Transponder MDS D424;;;H
6GT2002-0JE20;1817-6267;SIEMENS;RFID Communication Module;;;H
6GT2821-2AC10;1817-6268;SIEMENS;SIMATIC RF200 reader RF220R;;;H
6GT2891-4JH20;1817-6269;SIEMENS;Steckleitung zu Simatic RFID Reader 2m;;;H
6GT2831-6CA50;1817-6271;SIEMENS;SIMATIC RF1000 Access Control Reader;;;U
6GT2831-6AA50;1817-6272;SIEMENS;SIMATIC RF1000 Access Control Reader;;;U
OTS40T1;1817-6291;ABB;Klemmenabdeckung 1P 25A;1SCA105314R1001;;H
6SL3210-5FE11-0UF0;1817-6292;SIEMENS;SINAMICS V90 PROFINET 3AC 380-480V 1.0kW;;;H
6SL3203-0BE15-0VA0;1817-6293;SIEMENS;EMV-Filter 200 V-480 V 3-Phasen~, 50/6;;;H
3RV2021-1FA10;1817-6294;SIEMENS;Motorschutzschalter 3.5-5A S0;;;H
6FX3002-5CL02-1AD0;1817-6295;SIEMENS;Leistungskabel 3M 6FX3002-5CL02-1AD0;;;H
PK 9523.000;1817-6308;RITTAL;Schrank PK 360x254x111;9523000;;H
CABLE-D25SUB/B/S/1;1817-6313;PHOENIX CONTACT;Kabel D-SUB 25P 1.5m M/F 180∞ 1:1 sh;2302146;;H
CABLE-D37SUB/B/S/3;1817-6315;PHOENIX CONTACT;Kabel D-SUB 37P 3.0m M/F 180∞ 1:1 sh;2302230;;H
4353196P.0;1817-6319;V›KRESOV› DÕL;PLATE 4353196P.0;;;H
4351670P.3;1817-6320;ME-METAL;BASE PLATE 4351670P;;;H
4352991P.2;1817-6321;V›KRESOV› DÕL;UPPER PLATE 4352991P.2;;;H
4352138P.0;1817-6322;V›KRESOV› DÕL;PLATE 1 BOTTOM 4352138P.0;;;H
4352760P.0;1817-6323;ME-METAL;PLATE 2 BOTTOM 4352760P;;;H
4352139P.0;1817-6324;V›KRESOV› DÕL;PLATE 1 TOP 4352139P.0;;;H
4352761P.0;1817-6325;ME-METAL;PLATE 2 TOP 4352761P;;;H
4352143P.0;1817-6326;V›KRESOV› DÕL;BINDER ARM 4352143P.0;;;H
4353051P.2;1817-6327;ME-METAL;BOTTOM PLATE 4353051P;;;H
4353050P.3;1817-6328;ME-METAL;UPPER PLATE 4353050P;;;H
4353161P.2;1817-6329;VYKRESOVY DILEC;WHEEL 4353161P.2;;;H
4352996P.1;1817-6330;ME-METAL;CONN. 4352996P;;;H
4352882P.3;1817-6331;ME-METAL;GUIDE 4352882P;;;H
4353160P.0;1817-6332;ME-METAL;WHEEL MASCH. 4353160P;;;H
4352992P.1;1817-6333;V›KRESOV› DÕL;PLATE 4352992P.1;;;H
4352998P.0;1817-6334;VYKRESOVY DILEC;SPACER 4352998P.0;;;H
4352997P.0;1817-6335;VYKRESOVY DILEC;TIMING PULLEY 4352997P.0;;;H
4352768P.0;1817-6336;V›KRESOV› DÕL;BEARING 4352768P.0;;;H
4352770P.0;1817-6337;V›KRESOV› DÕL;FASTENING 4352770P.0;;;H
4352769P.1;1817-6338;ME-METAL;REINFORCING 4352769P;;;H
4352767P.0;1817-6339;ME-METAL;ARTIC. ARM 4352767P;;;H
4353000P.0;1817-6340;ME-METAL;PLATE 4353000P;;;H
4353194P.0;1817-6341;ME-METAL;WHEEL 4353194P;;;H
4353192P.0;1817-6342;ME-METAL;GUIDING ROLLER 4353192P;;;H
4352771P.0;1817-6343;V›KRESOV› DÕL;TAPE ENTRY 4352771P.0;;;H
4352628P.1;1817-6344;VYKRESOVY DILEC;SHIM 4352628P.1;;;H
4353013P.0;1817-6345;VYKRESOVY DILEC;SPACER 4353013P.0;;;H
4353191P.0;1817-6346;ME-METAL;SENSOR SUPP. 4353191P;;;H
4353208P.0;1817-6347;ME-METAL;SHEET METAL 4353208P;;;H
4352142P.1;1817-6348;ETAMPA;"SHEET METAL ""2"" 4352142P.1";;;H
4352758P.0;1817-6349;ETAMPA;"SHEET METAL ""4"" 4352758P";;;H
4352762P.1;1817-6350;ETAMPA;TAPE GUIDE 4352762P;;;H
4352757P.0;1817-6351;V›KRESOV› DÕL;"SHEET METAL ""3"" 4352757P.0";;;H
4353002P.0;1817-6352;ETAMPA;GUIDE 4353002P;;;H
4353001P.0;1817-6353;ETAMPA;GUIDE 4353001P;;;H
4353193P.0;1817-6354;ETAMPA;TAPE GUIDE 4353193P.0;;;H
4352765P.0;1817-6355;ETAMPA;ANGLE 4352765P.0;;;H
4352764P.0;1817-6356;ETAMPA;ANGLE 4352764P.0;;;H
4351680P.0;1817-6357;ETAMPA;SHIM 4351680P.0;;;H
4351870P.2;1817-6358;V›KRESOV› DÕL;SUPPORT 4351870P.2;;;H
4353190P.0;1817-6359;ETAMPA;ANGLE 4353190P;;;H
4351805P.0;1817-6360;ETAMPA;ANGLE 4351805P;;;H
4352766P.0;1817-6368;V›KRESOV› DÕL;PIVOT 4352766P.0;;;H
VX 8104.245;1817-6378;RITTAL;Bocnice    2000x400mm RAL7035 pro VX;8104245;;H
6ES7592-1BM00-0XB0;1817-6379;SIEMENS;Frontstecker 40P FZ S7-1500;;;H
JXCP17-LEFB25UT-10;1817-6381;SMC;Controller;02023817;;H
JXCP17-LEYG32MB-30;1817-6395;SMC;Controller;01714259;;H
JXCP17-LEFB16T-500;1817-6397;SMC;Abschiebeeinheit;02033694;;H
JXCP17-LEFB25UT-60;1817-6398;SMC;Controller;02031412;;H
JXCP17-LEFS32RA-60;1817-6402;SMC;Controller;02034779;;H
VW3A3600;1817-6407;SCHNEIDER ELECTRIC;Adapter;;;
SACC-5P-DSI-M12MS/;1817-6411;PHOENIX CONTACT;Wanddurchf¸hrung  SACC M12;1551671;;H
QUINT4-UPS/24DC/24;1817-6412;PHOENIX CONTACT;USV-Modul  Quit4 24V= /20A;2907074;;H
CB E1 24DC/2A NO P;1817-6413;PHOENIX CONTACT;Elektronischer Schutzschalter 1P 24V= 2A;2800902;;H
LA29/LK29-Z-F1/31/116-SET;1817-6416;PEPPERL + FUCHS;Einweg-Lichtschranke LA29/LK29 0-65m;;;H
EMH036-B;1817-6417;SCHUNK;Magnetgreifer Gr.036;;;H
KAWLN 12T0150-LK-00500-A;1817-6418;SCHUNK;Kabel M12 gewinkelt 4P T-kod;;;H
MMSK22-S-PNP;1817-6420;SCHUNK;3,9x3,1x22 Schlieﬂer, PNP, 2 m Kabel;;;H
MPG+32;1817-6421;SCHUNK;Parallelgreifer;;;H
PSH32/2,2-FIN;1817-6423;SCHUNK;2-Finger-Parallelgreif. m gr Backenhub;;;H
MMSK30-S-PNP;1817-6424;SCHUNK;Magnetschalter mit 2 m Kabel, PNP;;;H
OPS 80-PNP;1817-6425;SCHUNK;Kollisions- und ‹berlastungsschutz pneu.;;;H
FBS 6-6;1817-6461;PHOENIX CONTACT;Zastrcny mustek - FBS 6-6;1008238;;H
6SL3210-5BB11-2BV1;1817-6472;SIEMENS;Basisumrichter SINAMICS V20;;;H
SACC-M 8MS-3CON-M;1817-6528;PHOENIX CONTACT;Steckverbinder M8 3ST;1681156;;H
19628060547;1817-6539;HARTING;T¸llengeh‰use Han 6 B, 2 Module;;;H
09140083011;1817-6540;HARTING;Han Modul, Gigabit Einsatz, m;;;H
09670007576;1817-6541;HARTING;DSUB Stiftkontakt 0.09 bis 0.25 mm2;;;H
09140083111;1817-6542;HARTING;Han Modul, Gigabit Einsatz;;;H
S2C-H6-11R;1817-6568_STA;ABB;Pomocny kontakt S2C-H6-11R;2CDS200946R0001;;H
VX 8618.110;1817-6585;RITTAL;Uzaviraci dily (4-dilna sada);8618110;;U
HC-EVO-B24PT-BWD-H;1817-6593;PHOENIX CONTACT;Steckverbinder-Set M32;1407713;;H
HC-EVO-B10PT-BWD-H;1817-6594;PHOENIX CONTACT;Steckverbinder-Set M25;1407711;;H
HC-EVO-B10PT-BWSC-;1817-6595;PHOENIX CONTACT;Steckverbinder-Set M25 verschliessbar;1408791;;H
1745000-3;1817-6611;TE CONNECTIVITY;Steckerverbinder 8P bk;;;H
963726-1;1817-6612;TE CONNECTIVITY;Crimpkontakt;;;H
39-01-2161;1817-6613;MOLEX;Buchsenstecker 16P;;;H
39-01-3028;1817-6614;MOLEX;Buchsengeh‰use 2P;;;H
39-00-0060;1817-6615;MOLEX;Crimpkontakt;;;H
11005601;1817-6616;HUBER+SUHNER;Litze(IFW) 0,34mm2 GN RADOX 125;;;H
11005588;1817-6617;HUBER+SUHNER;Litze(IFW) 0,34mm2 WH RADOX 125;;;H
1718230-1;1817-6618;TE CONNECTIVITY;Runder Steckerverbinder;;;H
965687-1;1817-6619;TE CONNECTIVITY;Sicherungsring zu Rundstecker†††††;;;H
MTA 01.01564;1817-6620;MTA;MTA Setcker grau;;;H
X7-2411-5000;1817-6621;MTA;Crimpkontakt;;;H
39-01-2080;1817-6622;MOLEX;Molex Mini Fit Stecker 8P;;;H
F6N0.25BK100;1817-6623;TECHFLEX;Geflechtschlauch selbsumwickelnd;;;H
1703014-1 (Loose Piece);1817-6624;TE CONNECTIVITY;Stiftkontakt;;;H
A9D37606;1817-6641;SCHNEIDER ELECTRIC;FI-Schutzschalt. 1P+N 6A/ 30MA;;;H
769-431;1817-6642;WAGO;Verriegelungsklinke oe;;;H
769-108/000-037;1817-6643;WAGO;Buchsenleiste Verteiler fz  7P+PE GY 4,0;;;H
SRC-I QV P;1817-6644;WEIDM‹LLER;Querverbinder  2-fach             SRC-i;8870840000;;H
PPV 8 GR 35X15 DGR;1817-6645;WEIDM‹LLER;Potentialverteiler;1173850000;;H
BZT PRV8 SW 35X15;1817-6646;WEIDM‹LLER;Bezeichnungstr‰ger P-Reihe;1173570000;;H
915742910;1817-6685;AUERSIGNAL;Konzola sign·lnÌho maj·ku CT5KR1;;;H
LEFB16T-600N;1817-6687;SMC;ELEKTRISCHER ANTRIEB LEFB16T-600N;02043668;;H
796094-2;1817-6691;TE CONNECTIVITY;Buchsenstecker CPC1 4-polig;;;H
1-66360-2;1817-6692;TE CONNECTIVITY;Krimpbuchse 0.8mm2 - 2mm2 f¸r CPC Stecke;;;H
182658-1;1817-6693;TE CONNECTIVITY;Abdeckkappe, Grosse 11, 8.3mm;;;H
7000-78081-0000000;1817-6694;MURR ELEKTRONIK;Stecker 7/8'' 5p. Ger.6-8mm mit Schr.kl.;7000-78081-0000000;;H
SAC-3P-M12MSS/ 1,0;1817-6695;PHOENIX CONTACT;Napajeci kabel 1m - SAC-3PMSS S-kodiert;1411636;;H
TRIO-PS/3AC/24DC/4;1817-6704;PHOENIX CONTACT;TRIO-PS/3AC/24DC/40;2866404;;
6ES7532-5HF00-0AB0;1817-6706;SIEMENS;SIMATIC S7-1500 Analog output module;;;H
FX3-XTIO84002;1817-6729;SICK;Sicherheitssteuerungen FX3-XTIO84002;1044125;1817-5311;H
NBC-MSD/ 2,0-93B/R;1817-6744;PHOENIX CONTACT;Netzwerkkabel NBC-MSD;1407500;;
PSR-MC82-5NO-1NC-1;1817-6746;PHOENIX CONTACT;Erweiterungsmodul  PSR-MC82;2702383;;H
HC-M-B24-MFH-B;1817-6747;PHOENIX CONTACT;Modultr‰gerrahmen HC-M-B24-MFH-B†;1182094;;C
G-INVEN-M20-M67N-PNES-LG;1817-6759;PHOENIX CONTACT;Kabelverschraubung (PA) M20;1424534;;H
JXCP17-LEFB32T-900;1817-6773;SMC;JXCP17-LEFB32T-900;02036002;;H
JXCP17-LEYG25MA-300;1817-6774;SMC;JXCP17-LEYG25MA-300-XA3;02043915;;H
PSR-MC72-2NO-1DO-2;1817-6828;PHOENIX CONTACT;Sicherheitsrelais PSR-MC72;2702097;;H
FMK2G;1817-6830;FCT;D-Sub Metallgeh‰use FMK2G;;;H
SACC-M12MSS-3PECON;1817-6832;PHOENIX CONTACT;Power-Steckverbinder - SACCM12MSS;1107268;;H
3VA9271-0WD40;1817-6841;SIEMENS;Terminal cover extended 4p 1 piece;;;H
WJ200-004SF;1817-6842;HITACHI;Frequency converter Hitachi 0,4kW WJ 200;;;H
FPF-9120-10-SW;1817-6843;HITACHI;EMV Filter 0,4kW for WJ 200;;;H
2000154;1817-6847;ETAMPA;Seitenblech links;;;H
2000155;1817-6848;ETAMPA;Seitenblech rechts;;;H
2000158;1817-6849;ETAMPA;T¸rblech;;;H
2000157;1817-6851;PLASTPARTNER;Deckelscheibe;;;H
43048424;1817-6854;MƒDLER;änek.malÈ p¯evod.motory SF s DC motorem,;;;H
7000-74711-8780300;1817-6862;MURR ELEKTRONIK;RJ45 M primy / RJ45 M primy 3,0m BU;;;H
2000172;1817-6864;ETAMPA;Deckel single mitte;;;
VX 8108.245;1817-6910;RITTAL;Bocnice 2000x800 pro VX RAL7035;8108245;;
NBC-PP-G1PGY;1817-6933;PHOENIX CONTACT;Adapter na nosnou listu;1418094;;H
2000320;1817-6938;;Adapter Z zu SHK-040;;;U
2000289;1817-6939;;Wippe;;;U
2000290;1817-6940;;Wippe Bock;;;U
2000291;1817-6941;;Seitenklotz;;;U
2000292;1817-6942;;Schlitten Basis;;;U
2000293;1817-6943;;Greifer unten;;;U
2000294;1817-6944;;Buegel;;;U
2000321;1817-6945;;Adapter Z OPS 080;;;U
2000381;1817-6946;;Traeger25UT 1000;;;U
;1817-6947;;F??hrungObenEcke;;;U
;1817-6948;;Oben Teil 1;;;U
7000-74301-7940050;1817-6967;MURR ELEKTRONIK;RJ45 male 0∞ / RJ45 male 0∞ shield Ether;;;H
VX 8208.000;1817-6985;RITTAL;Sk¯ÌÚ 1200X2000X800 VX (2 dver);8208000;;
SV 3452.500;1817-6992;RITTAL;BRIDE 16-50 MM2 POUR BARRE EPAISSEUR 5 M;3452500;1813-2368;H
VX 8808.000;1817-6996;RITTAL;Sk¯ÌÚ 800x2000x800 VX 8808.000;8808000;;
VX 8617.040;1817-7007;RITTAL;RAIL DE MONTAGE 800X64X18 ARMOIRE VX (4X;8617040;;
6ES7954-8LF03-0AA0;1817-7011;SIEMENS;CARTE MEMOIRE 24MO MMC POUR S7-1X00 CPU;;;
VX 8613.181;1817-7013;RITTAL;GLISSIERES POUR ARMOIRE VX L=800MM (10X);8613181;;H
AX 1376.000;1817-7031;RITTAL;Sk¯ÌÚ 600X760X350 AX;1376000;;H
VX 8617.030;1817-7034;RITTAL;SystÈmovÈ chassis 18 x 64 mm pro VX;8617030;;
6AV7674-1KF00-0AA0;1817-7042;SIEMENS;HMI PRO ADPATATEUR TUBE ROND POUR APAREI;;;
7000-44711-7960400;1817-7061;MURR ELEKTRONIK;4m Kabel M12 st. 0∞ d-cod. / RJ45 0∞;;;
SACC-EC-FS-8CON-M1;1817-7064;PHOENIX CONTACT;VestavnÈ z·str?kovÈ konektory;1408786;;
202.105.040;1817-7079;INDUPART;Spojka ûlabu a mont·ûnÌ deska;;;H
179595;1817-7091;DƒTWYLER;LAN kabel cat 5e S/UTP - metraz;;1818-1562;C
3SU1200-2PS10-1AA0;1817-7095;SIEMENS;Potenciometr 22mm 10k? BK;;;H
1123032;1817-7103;LAPP;Kabel RF0VV0 2P x 0,75 n UL  Hal.;;;V
31300;1817-7107;W÷HNER;Drzak pojistek;;;
SAC-4P-M12MS/186/2.0;1817-7108;PHOENIX CONTACT;Sensorkabel M12MS-free 4P PUR  30m;1696947;;
7004-17081-7170150;1817-7144;MURR ELEKTRONIK;M12 male 0∞ shielded with cable V4A;;;H
SAC-4P- 3,0-105/M1;1817-7146;PHOENIX CONTACT;Powerleitung 4P BU M12  3,0M GER.;1425034;;H
HC-STA-B24-BFDC-EL;1817-7150;PHOENIX CONTACT;Geh‰use HC-STA-B24-BFDC-ELC-AL;1411332;;H
HC-STA-B24-HHWD-1S;1817-7151;PHOENIX CONTACT;Geh‰use - HC-STA-B24-HHWD-1STM40-EL-AL;1412766;;H
G-INSEC-M40-M68N-N;1817-7152;PHOENIX CONTACT;Kabelverschraubung (MS) G-INSEC-M40;1411192;;H
NBC-MSD/ 5,0-93B/M;1817-7272;PHOENIX CONTACT;Netzwerkkabel 4P M12 st 5m PVC;1407526;;H
3VA9131-0WD40;1817-7294;SIEMENS;Krytka k hlavnimu vypinaci 4P 125A;;;
FL-PP-RJ45/RJ45-B;1817-7302;PHOENIX CONTACT;Propojovaci panel 2xRJ45 10/100Mbps;2904933;;
1701206;1817-7307;TRUMPF H‹TTINGER;Adapter Lemo EPL To BNC Socket;;;H
22510079;1817-7312;HUBER+SUHNER AG;Coaxial cable, RG 316 C/U, PE,50Ohm;;;H
1119052;1817-7329;LAPP;Kabel Classic 110 52G0,50 PVC GY;;;V
110177;1817-7330;L‹TZE;Kabel SI N PUR 3G1,5;110177;;H
3VA9134-0JA11;1817-7333;SIEMENS;Svorka ramova k 3VA5 125;;;
VAL-US-277/40/3+1-FM;1817-7352;PHOENIX CONTACT;Svodic prepeti VAL-US-277/40/3+1-FM;2910374;;
3RN2010-2CA30;1817-7359;SIEMENS;Thermistor-Motorschutzrelais;;;H
3ZY1212-2BA00;1817-7360;SIEMENS;Ger‰teverbinder f¸r 3SK1 22,5 mm;;;H
3ZY1212-2DA00;1817-7361;SIEMENS;Ger‰teabschlussverbinder f¸r 3SK1;;;H
6GK7542-6UX00-0XE0;1817-7362;SIEMENS;Kommunikationsprozessor CP 1542SP-1;;;H
6SL3210-5FE10-4UF0;1817-7363;SIEMENS;SINAMICS V90, mit PROFINET;;;H
6SL3260-2MA00-0VA0;1817-7364;SIEMENS;Stecker f¸r SINAMICS V90 PROFINET 20-p.;;;H
09140122634;1817-7365;HARTING;Steckverbinder Han DD Mod.meale 12p. QL;;;H
09140122734;1817-7366;HARTING;Steckverbinder Han DD Modul female 12p.;;;H
7R50008000;1817-7367;HUMMEL;Ger‰testeckverbinder  M23 RJ45;;;H
14.E6.T60-3000;1817-7368;KEB;Netzfilter 3PE  480V 50/60Hz  22A KEB;;;H
BWD1000100TS-160;1817-7369;KOCH;Bremswiderstand 100 OHM / 400W;;;H
PTCB E1 24DC/3A NO;1817-7370;PHOENIX CONTACT;Elektrick˝ jistiË za¯ÌzenÌ - PTCB;2909904;;H
TRIO-PS-2G/3AC/24D;1817-7371;PHOENIX CONTACT;Stromversorgung - TRIO-PS-2G/3AC/24DC/5;2903153;;H
SACC-M12MS-5PL SH;1817-7372;PHOENIX CONTACT;Steckverbinder, Universal, 5p, geschirmt;1424658;;H
SAC-3P-5.0-PUR/M12;1817-7373;PHOENIX CONTACT;Sensor-/Aktor-Kabel 5P BU M12   3,0m GEW;1682838;;H
SACC-M8MS-3CON-M-S;1817-7374;PHOENIX CONTACT;Steckverbinder, Universal, 3p. geschirmt;1506901;;H
CIPR-GA50C4005EBA;1817-7375;YASKAWA;Inverter GA500 400V, ND 5.4A 2.2kW;;;H
CIPR-GA50C4009EBA;1817-7376;YASKAWA;Inverter GA500 400V, ND 8.9A 4kW;;;H
JOHB-GA500;1817-7377;YASKAWA;Mounting Kit Interface;;;H
NSYS3X7525;1817-7378;SCHNEIDER ELECTRIC;Schaltschrank 700x500x250 Edelst. 1,5mm;;;H
NSYMM75;1817-7379;SCHNEIDER ELECTRIC;Montageplatte verz. Stahl, 1,8 mm;;;H
7000-14541-7960250;1817-7380;MURR ELEKTRONIK;Kabelsteckd,gerade M12  UL Ethernet 2,5m;;;H
SAC-4P-20,0-PUR/M12FS;1817-7389;PHOENIX CONTACT;Sensorcable M12FS-free  4P PUR 20m;1500224;;
3SU1102-0AB60-3BA0;1817-7393;SIEMENS;ProsvÏtlenÈ tlaËÌtko, 22 mm, kulatÈ, mat;;;H
PCA-1564969;1817-7408;SMC;Kabel Spannungsvers. 6m - PCA-1564969;00506366;;H
SF-7ES1N8A80DU;1817-7435;PHOENIX CONTACT;Kabelsteckverbinder 4+3+PE M23;1605602;;H
7700-44711-S4U0100;1817-7437;MURR ELEKTRONIK;1,0m Ethernet cable BU RJ45  M12 M 180∞;7700-44711-S4U0100;;H
AX 1045.000;1817-7476;RITTAL;Skrin AX 400x500x210 RAL7035;1045000;;H
6ES7137-6BD00-0BA0;1817-7511;SIEMENS;Komun. modul ET200SP CM 4xIO-Link;;;H
6ES7137-6BD00-0BA0;1817-7511_MB;SIEMENS;Komun. modul ET200SP CM 4xIO-Link;;;H
3SU1000-5BF11-0AA0;1817-7521;SIEMENS;Schluesselschalter;;;H
3SU1900-0AQ10-0AA0;1817-7526;SIEMENS;Drû·k ötÌtku pod tlaËÌtko Siemens 27x27;;;H
5SU1356-6KK16;1817-7535;SIEMENS;Fi/ls-schutzeinrichtung;;;
VX 8640.025;1817-7561;RITTAL;Roh dil podstavce 200mm p¯ed+zad;8640025;;U
CUC-DST-GZNI-A/DSS;1817-7563;PHOENIX CONTACT;Kryt konektoru D-SUB 9P sr;1419723;;H
VS-09-ST-DSUB-EG;1817-7564;PHOENIX CONTACT;Vlozka konektoru D-SUB 9P;1688793;;H
6ES7131-6BF01-0AA0;1817-7580;SIEMENS;Elektronick˝ modul Digital ET200SP;;;H
120080015;1817-7581;PLICA;SPIRALBAND, PE, SCHWARZ, AUSSEN-? 3,0MM;;;H
7000-88001-6300350;1817-7601;MURR ELEKTRONIK;Sensorkabel 3,5m M8st-M8bu 3P PUR;;;H
SAC-8P-M12MS/ 0,6-;1817-7602;PHOENIX CONTACT;Sensor-/Aktor-Kabel SAC-8P-M12MS/0,6-PUR;1522972;;H
AX 1076.000;1817-7622;RITTAL;Skrin AX 600x 760x210mm RAL7035;1076000;;H
VX 8640.024;1817-7623;RITTAL;Podstavec VX 1000x200(äxV)RAL9005;8640024;;H
VX 8640.023;1817-7624;RITTAL;Podstavec 200x800mm RAL9005 k VX;8640023;;
VX 8617.010;1817-7629;RITTAL;Systemove chassis 18x64mm pro VX;8617010;;
09 45 145 1106;1817-7639;HARTING;RJ45 Steckverbin. IP67,2x2P PushPull;;;H
TRZ 230VAC RC 2CO;1817-7676;WEIDM‹LLER;Relaiskoppler AGNI 230V~  8A fz;1123690000;;H
SACC-M12MS-5CON-DM 5-8 SH VA;1817-7678;PHOENIX CONTACT;Steckverbinder, SACCM12MS-5PCON;1440025;;H
PCA-1564930;1817-7681;SMC;Kabel Spannungsvers. 6m - PCA-1564930;00506362;;H
AX 1110.000;1817-7698;RITTAL;Skrin AX 1000x1000x300 RAL7035 dvojdvere;1110000;;H
SS-12-MTA-7-8;1817-7944;SWAGELOK;"Aufschraubadapter Rohr 12mm-1/2"" NPT";;;H
VX 8618.400;1817-7974;RITTAL;Dverni podl pro unik.cesty VX,zav 180;8618400;;H
VX 8126.245;1817-8007;RITTAL;Seitenwand 2200x600mm RAL7035 zu VX25;8126245;;H
09200035425;1817-8067;HARTING;Han 3A Protect Cover;;;H
HC048-R80S;1817-8120;HYDROCOM;Gumov· hvÏzdice Ëern·_mezi spojky;;;
PE140-60;1817-8121;PAUL FORRER;Pumpentr‰ger;;;
0PH0.17D1C;1817-8123;PAUL FORRER;ZubovÈ Ëerpadlo;;;H
C1100-GP-XC-1S-000;1817-8202;LINMOT & MAGSPRING;Servo-Motor Controller C1100 Drive;;;H
ELR 1-SC-24DC/600A;1817-8203;PHOENIX CONTACT;Elektronisches Lastrelais;1032919;;H
B41456-B9479-M;1817-8204;EPCOS;CAPACITOR 47mF;;;H
PYC6043;1817-8205;KEMET;Montageschelle PYC6043, Metall d=65mm;;;H
AX 1038.000;1817-8211;RITTAL;Skrin 380x600x210 RAL7035;1038000;;H
